# 1440x900  narrow=False  dt=1/60s  grid=360ang x 37pow = 13320 putts/round
# capture<520  MAX_SPEED=900  FRICTION=0.12  CUP_R=13  reachSafety=0.9 downhillCredit=None undul=6.0 tilt=1.0
rnd   dist  tilt  mag sunk?  hits bestP tolDeg minMiss hotPass maxReach  upAcc  aReach
 80    282   353 0.97   YES   103 0.825   22.0     9.4   False      593   76.1     369
 81    288   135 0.77   YES    87 0.775   11.0     9.9   False      420   28.4     398
 82    387   211 0.89   YES    37 0.825    4.0    10.9   False      556  -88.1     444
 83    394   220 0.66   YES    52 0.950   22.0    10.8   False      450  -61.7     438
 84    271    90 0.62   YES   153 0.600   10.0     6.6   False      318 -198.9     469
 85    303    66 0.96   YES    21 0.925    5.0    11.1   False      518  149.4     337
 86    262    38 1.15   YES   300 0.650   24.0     8.3   False      560 -160.4     460
 87    410   298 0.79   YES   587 0.550   22.0     9.3   False      568 -345.8     501
 88    352    97 1.35   YES    34 0.950    7.0    10.2   False      471 -120.7     451
 89    359    39 0.81   YES     8 1.000    4.0    12.0   False      359  -27.5     431
 90    313    54 0.64   YES    53 0.950    4.0     8.4   False      420 -159.1     460
 91    291   358 0.67   YES    13 1.000    4.0    10.6   False      397  190.5     323
 92    304   177 1.14   YES    88 0.825    8.0     9.8   False      448  -20.7     429
 93    311    20 1.20   YES    11 0.975    3.0    11.9   False      513  127.6     346
 94    306   240 1.05   YES    46 0.950    8.0    10.2   False      472  -17.1     428
 95    301   317 1.06   YES    33 1.000   10.0    10.5   False      413  148.9     338
 96    261    72 1.29   YES   123 0.750   19.0     7.6   False      448 -162.5     461
 97    389   174 1.18   YES   769 1.000   53.0     9.6   False      488 -144.6     457
 98    318    81 0.82   YES    13 0.975    3.0    11.0   False      394  110.6     353
 99    330    38 1.21   YES    38 0.950    4.0     9.0   False      412 -133.3     454
100    280   221 1.13   YES    44 0.925    5.0     9.5   False      351   56.8     380

SOLVABLE 100/101 = 99.0%
aim tolerance on solvable rounds: min 1.0deg  median 8.0deg  max 93.0deg
UNSOLVABLE rounds: 44 (dist 377px, closest miss 14.9px, maxReach 443px, hotPass=False)
