# 1440x900  narrow=False  dt=1/60s  grid=360ang x 37pow = 13320 putts/round
# capture<520  MAX_SPEED=900  FRICTION=0.12  CUP_R=13  reachSafety=0.9 downhillCredit=None undul=2.0 tilt=1.5
rnd   dist  tilt  mag sunk?  hits bestP tolDeg minMiss hotPass maxReach  upAcc  aReach
 45    293    71 1.91   YES    32 0.900    5.0    10.3   False      474  126.8     346
 46    259   179 1.77   YES   191 0.425   10.0     8.4   False      608  -94.0     445
 47    354   259 1.11   YES    43 0.925   22.0    11.1   False      459   32.8     395
 48    355   100 1.25   YES    47 0.825    7.0    11.2   False      632   19.6     405
 49    322    15 1.73   YES    21 1.000    9.0    11.5   False      476   89.5     363
 50    401   188 1.20   YES   107 0.800   18.0    10.5   False      731  -99.8     447
 51    340   177 1.65   YES    63 0.850    5.0     9.6   False      654  -77.2     442
 52    282    97 0.94   YES    67 0.825    8.0     8.7   False      556   38.2     391
 53    351    20 1.21   YES    33 1.000   10.0    10.9   False      446   32.2     395
 54    351   195 0.94   YES    21 1.000    9.0    11.2   False      459   27.8     398
 55    312    59 1.72   YES    38 0.900   14.0    11.1   False      401  124.6     347
 56    282   338 1.17   YES    75 0.800    8.0     9.7   False      452   30.4     396
 57    375    66 1.99   YES    14 1.000    6.0    11.5   False      514    0.0     424
 58    299   190 1.71   YES    74 0.750    6.0     8.4   False      662  -73.2     441
 59    332   278 2.02   YES   100 0.825   15.0    10.4   False      546  -34.4     432
 60    297    23 1.16   YES    99 0.850   16.0    10.3   False      382   39.0     391
 61    334    20 1.47   YES    49 0.950   13.0    11.1   False      340   53.1     382
 62    282   343 2.00   YES    82 0.850   11.0     9.9   False      350  120.7     349
 63    264     3 0.93   YES    64 0.925   10.0     9.2   False      419  130.0     345
 64    319   218 1.81   YES    38 0.950   10.0    11.0   False      349   98.7     358
 65    262    60 1.09   YES   102 0.800    6.0     8.0   False      629  -37.4     433
 66    294   116 1.83   YES    36 1.000   10.0    11.3   False      550  178.5     327
 67    288    57 1.96   YES   366 0.550   50.0     8.6   False      555 -141.5     456
 68    390   200 1.06   YES    21 1.000    7.0    11.5   False      502  -37.8     433
 69    317   180 2.00   YES    29 1.000    6.0    10.5   False      452   87.2     364
 70    337   291 1.07   YES   150 0.775   20.0    10.0   False      524  -68.3     440
 71    331   105 1.35   YES   117 0.875   18.0     9.7   False      511  -34.8     432
 72    261   349 1.18   YES   126 0.900    9.0     8.7   False      428  -11.6     427
 73    305   192 1.98   YES    33 0.925   12.0    10.9   False      452  124.2     347
 74    291   136 0.92   YES    68 0.700    5.0     8.3   False      570  -22.2     429
 75    288   146 1.25   YES    63 0.975    5.0     8.8   False      608  -43.9     434
 76    308    10 0.98   YES    60 1.000    5.0     9.7   False      502  -64.9     439
 77    271    64 1.67   YES   286 0.675   30.0     8.6   False      550 -102.3     447
 78    312    65 1.76   YES   680 0.575   47.0     8.9   False      642 -138.4     455
 79    327   243 1.33   YES    25 0.975    4.0     9.8   False      407  -10.9     427
 80    282   353 1.45   YES   109 0.775   18.0     9.1   False      503   33.8     394
 81    288   135 1.15   YES   101 0.775   13.0     9.2   False      396   54.0     381
 82    346   211 1.33   YES    19 0.925    4.0    11.5   False      437   49.1     384
 83    392   220 0.99   YES    64 0.825   13.0    10.9   False      561  -51.0     436
 84    271    90 0.92   YES   209 0.525   14.0     9.0   False      400  -30.1     431
 85    309    66 1.44   YES    21 0.975    5.0    11.2   False      416  133.9     343
 86    262    38 1.72   YES   389 0.300   32.0     6.1   False      742 -149.5     458
 87    410   298 1.18   YES   688 0.100   63.0    11.0   False      584 -180.3     465
 88    352    97 2.02   YES   138 0.775   26.0    10.1   False      566 -107.5     448
 89    344    39 1.22   YES    16 1.000    7.0    11.1   False      377   52.2     382
 90    313    54 0.96   YES    51 0.800    6.0    10.7   False      406   -6.2     426
 91    355   358 1.01   YES    11 1.000    4.0    11.4   False      458   32.5     395
 92    304   177 1.71   YES   322 0.750   27.0     9.9   False      446  -17.6     428
 93    315    20 1.79   YES    61 0.800   16.0    10.0   False      609   26.3     399
 94    306   240 1.57   YES    27 0.925    5.0    10.4   False      433   81.9     366
 95    309   317 1.59   YES    20 0.925    5.0    10.6   False      355  131.9     344
 96    261    72 1.93   YES   124 0.750   20.0     8.9   False      446  -25.3     430
 97    349   174 1.77   YES    90 1.000   15.0    11.3   False      465   35.2     393
 98    382    81 1.23   YES    19 0.925    6.0    11.7   False      573   -1.5     425
 99    330    38 1.81   YES   102 0.975   13.0     9.5   False      548 -103.9     448
100    280   221 1.69   YES    40 0.900    5.0     9.4   False      381  102.4     357

SOLVABLE 101/101 = 100.0%
aim tolerance on solvable rounds: min 4.0deg  median 10.0deg  max 65.0deg
