# 1440x900  narrow=False  dt=1/60s  grid=360ang x 37pow = 13320 putts/round
# capture<520  MAX_SPEED=900  FRICTION=0.12  CUP_R=13  reachSafety=0.9 downhillCredit=None undul=1.0 tilt=1.0
rnd   dist  tilt  mag sunk?  hits bestP tolDeg minMiss hotPass maxReach  upAcc  aReach
 79    327   243 0.89   YES    33 0.850    4.0    10.0   False      417   -7.6     426
 80    282   353 0.97   YES   100 0.750   17.0     8.4   False      473   18.7     405
 81    288   135 0.77   YES   111 0.750   16.0     9.4   False      382   36.5     392
 82    351   211 0.89   YES    18 0.925    4.0    11.9   False      425   40.6     390
 83    388   220 0.66   YES    28 0.900    5.0    11.6   False      544  -32.2     432
 84    271    90 0.62   YES   172 0.525   14.0     9.1   False      404   -7.3     426
 85    328    66 0.96   YES    21 0.925    5.0    11.4   False      417   85.6     365
 86    262    38 1.15   YES   434 0.275   32.0     8.8   False      723  -95.3     446
 87    403   298 0.79   YES   258 0.325   18.0    11.4   False      572 -106.4     448
 88    352    97 1.35   YES   118 0.775   28.0    10.7   False      561  -68.1     440
 89    352    39 0.81   YES    24 0.975    8.0    11.4   False      395   38.7     391
 90    313    54 0.64   YES    47 0.800    6.0    10.1   False      411    6.9     416
 91    368   358 0.67   YES    14 0.950    4.0    12.3   False      458   14.3     409
 92    304   177 1.14   YES   251 0.750   27.0     9.7   False      453  -11.1     427
 93    315    20 1.20   YES    63 0.775    8.0     9.3   False      526   10.0     413
 94    306   240 1.05   YES    33 0.900    5.0    10.4   False      428   59.8     378
 95    312   317 1.06   YES    26 0.900    5.0    10.8   False      368   83.4     366
 96    261    72 1.29   YES   131 0.700   16.0     8.9   False      450   -6.4     426
 97    350   174 1.18   YES    54 1.000   12.0    11.6   False      462   37.5     392
 98    384    81 0.82   YES    22 0.900    5.0    11.9   False      457   -7.4     426
 99    330    38 1.21   YES    60 0.750    6.0    10.1   False      550  -64.7     439
100    280   221 1.13   YES    50 0.975    6.0     8.5   False      389   69.1     373

SOLVABLE 101/101 = 100.0%
aim tolerance on solvable rounds: min 4.0deg  median 8.0deg  max 60.0deg
