# 1440x900  narrow=False  dt=1/60s  grid=360ang x 37pow = 13320 putts/round
# capture<520  MAX_SPEED=900  FRICTION=0.12  CUP_R=13  reachSafety=0.9 downhillCredit=None undul=4.0 tilt=1.0
rnd   dist  tilt  mag sunk?  hits bestP tolDeg minMiss hotPass maxReach  upAcc  aReach
 77    271    64 1.12   YES   145 0.775   14.0     8.5   False      509  -86.9     444
 78    312    65 1.18   YES   246 0.400   21.0     8.4   False      614 -163.9     461
 79    327   243 0.89   YES    23 0.925    4.0    10.0   False      396   -5.1     426
 80    282   353 0.97   YES   100 0.800   20.0     8.5   False      573   53.1     382
 81    288   135 0.77   YES    90 0.750   12.0     9.7   False      419   31.6     396
 82    387   211 0.89   YES    24 0.900    4.0    12.1   False      532  -37.0     433
 83    392   220 0.66   YES    64 0.900   21.0    11.0   False      491  -49.4     435
 84    271    90 0.62   YES   157 0.575   10.0     8.3   False      314 -122.2     452
 85    312    66 0.96   YES    21 0.950    5.0    11.0   False      479  125.4     347
 86    262    38 1.15   YES   288 0.575   24.0     7.5   False      563 -134.3     454
 87    410   298 0.79   YES   437 0.650   30.0    10.6   False      547 -249.1     480
 88    352    97 1.35   YES    38 0.875    6.0    10.2   False      479  -99.7     447
 89    359    39 0.81   YES    11 1.000    6.0    11.5   False      362   -1.1     425
 90    313    54 0.64   YES    47 0.850    4.0     8.7   False      410  -92.7     445
 91    323   358 0.67   YES     9 0.975    3.0    11.1   False      427   98.4     358
 92    304   177 1.14   YES    80 0.825    7.0     9.7   False      446  -16.9     428
 93    315    20 1.20   YES    19 0.950    4.0    11.5   False      500   77.9     368
 94    306   240 1.05   YES    40 0.975    7.0    10.5   False      462   13.6     409
 95    311   317 1.06   YES    28 0.975    8.0    11.4   False      386  127.5     346
 96    261    72 1.29   YES   115 0.725   17.0     8.9   False      449 -100.1     447
 97    389   174 1.18   YES   729 0.775   34.0    10.0   False      476  -70.4     440
 98    337    81 0.82   YES    14 0.975    3.0    11.6   False      411   65.9     375
 99    330    38 1.21   YES    43 1.000    5.0     9.4   False      444 -105.9     448
100    280   221 1.13   YES    47 0.900    5.0     9.6   False      349   61.7     377

SOLVABLE 100/101 = 99.0%
aim tolerance on solvable rounds: min 2.0deg  median 8.0deg  max 72.0deg
UNSOLVABLE rounds: 44 (dist 377px, closest miss 14.5px, maxReach 443px, hotPass=False)
