# 1440x900  narrow=False  dt=1/60s  grid=360ang x 37pow = 13320 putts/round
# capture<520  MAX_SPEED=900  FRICTION=0.12  CUP_R=13  reachSafety=0.9 downhillCredit=None undul=2.0 tilt=1.0
rnd   dist  tilt  mag sunk?  hits bestP tolDeg minMiss hotPass maxReach  upAcc  aReach
 82    368   211 0.89   YES    20 0.900    4.0    11.6   False      496   13.2     410
 83    390   220 0.66   YES    40 0.875   10.0    11.8   False      549  -37.9     433
 84    271    90 0.62   YES   158 0.525   11.0     7.6   False      392  -45.6     435
 85    322    66 0.96   YES    21 0.925    5.0    11.3   False      466   99.4     358
 86    262    38 1.15   YES   338 0.500   27.0     8.5   False      732 -108.3     449
 87    410   298 0.79   YES   710 0.125   44.0    11.1   False      574 -152.4     458
 88    352    97 1.35   YES    46 0.825    6.0    10.3   False      552  -78.6     442
 89    359    39 0.81   YES    14 1.000    6.0    11.8   False      380   25.3     400
 90    313    54 0.64   YES    50 0.750    4.0     9.2   False      413  -26.3     430
 91    353   358 0.67   YES    10 1.000    4.0    11.7   False      444   36.2     392
 92    304   177 1.14   YES   121 0.750   16.0    10.3   False      442  -13.0     427
 93    315    20 1.20   YES    36 1.000    5.0    10.5   False      580   32.6     395
 94    306   240 1.05   YES    36 0.950    6.0    10.3   False      444   44.4     387
 95    312   317 1.06   YES    32 0.975    7.0    10.5   False      374   98.3     359
 96    261    72 1.29   YES   123 0.725   19.0     7.9   False      449  -37.6     433
 97    376   174 1.18   YES   151 1.000   15.0    11.8   False      475    4.9     418
 98    368    81 0.82   YES    15 0.900    3.0    11.6   False      437   14.0     409
 99    330    38 1.21   YES    48 0.750    4.0    10.4   False      545  -78.4     442
100    280   221 1.13   YES    49 1.000    6.0     8.8   False      382   66.7     374

SOLVABLE 101/101 = 100.0%
aim tolerance on solvable rounds: min 3.0deg  median 8.0deg  max 51.0deg
